t_session_sec,abs_ts,phase_rec,trial_idx_rec,simulation_intensity_rec,simulation_intensity_pct_rec,simulation_intensity_window_open_rec,mu_power_rec,beta_power_rec
28.2478,1785919178.981051,B,2,0.8372,0.9400,1,0.5881,0.6252
28.3247,1785919179.057997,B,2,0.8860,1,1,0.5445,0.6087
28.4038,1785919179.137124,B,2,0.8922,0.9067,1,0.6043,0.6287
28.4819,1785919179.215327,B,2,0.8606,0.7867,1,0.6838,0.6282
28.5619,1785919179.295426,B,2,0.8074,0.6833,1,0.7422,0.6198
28.6399,1785919179.373093,B,2,0.7422,0.5900,1,0.7667,0.6228
28.7203,1785919179.453629,B,2,0.6495,0.4333,0,0.8279,0.6340
28.7979,1785919179.531207,B,2,0.6007,0.4867,0,0.8125,0.6275
28.8759,1785919179.609162,B,2,0.5445,0.4133,0,0.8304,0.6460
28.9548,1785919179.688086,B,2,0.5311,0.5000,0,0.8039,0.6288
29.0335,1785919179.766804,B,2,0.5808,0.6967,0,0.7268,0.6464
29.1133,1785919179.846667,B,2,0.6236,0.7233,0,0.7160,0.6351
29.1932,1785919179.926409,B,2,0.6865,0.8333,0,0.6553,0.6375
29.2715,1785919180.004748,B,2,0.7415,0.8700,1,0.6283,0.6430
29.3511,1785919180.084396,B,2,0.7501,0.7700,1,0.6857,0.6472
29.4275,1785919180.160788,B,2,0.7641,0.7967,1,0.6788,0.6313
29.5064,1785919180.239890,B,2,0.7368,0.6733,1,0.7320,0.6386
29.5865,1785919180.319803,B,2,0.6278,0.3733,0,0.8327,0.6628
29.6640,1785919180.397268,B,2,0.5445,0.3500,0,0.8443,0.6583
29.7421,1785919180.475516,B,2,0.4751,0.3133,0,0.8844,0.6354
29.8196,1785919180.552997,B,2,0.4016,0.2300,0,0.9171,0.6558
29.8975,1785919180.630802,B,2,0.3731,0.3067,0,0.8804,0.6511
29.9775,1785919180.710781,B,2,0.3902,0.4300,0,0.8207,0.6580
30.0555,1785919180.788935,B,2,0.4531,0.6000,0,0.7522,0.6527
30.1345,1785919180.867715,B,2,0.5282,0.7033,0,0.7244,0.6515
30.2274,1785919180.960918,A,3,0.6097,0.8000,0,0.6646,0.6658
30.3065,1785919181.039804,A,3,0.6648,0.7933,0,0.6623,0.6784
30.3855,1785919181.118890,A,3,0.6374,0.5733,0,0.7377,0.6876
30.4646,1785919181.197824,A,3,0.6102,0.5467,0,0.7617,0.6647
30.5435,1785919181.276706,A,3,0.6091,0.6067,0,0.7564,0.6385
30.6225,1785919181.355748,A,3,0.5714,0.4833,0,0.8055,0.6434
30.7015,1785919181.434723,A,3,0.4770,0.2567,0,0.9069,0.6515
30.7805,1785919181.513758,A,3,0.4049,0.2367,0,0.9121,0.6577
30.8575,1785919181.590746,A,3,0.3334,0.1667,0,0.9412,0.6794
30.9365,1785919181.669715,A,3,0.3344,0.3367,0,0.8686,0.6575
31.0155,1785919181.749014,A,3,0.3951,0.5367,0,0.7804,0.6504
31.0936,1785919181.826942,A,3,0.5046,0.7600,0,0.7074,0.6361
31.1725,1785919181.905917,A,3,0.6122,0.8633,0,0.6375,0.6338
31.2519,1785919181.985262,A,3,0.7045,0.9200,1,0.6020,0.6154
31.3306,1785919182.063979,A,3,0.7442,0.8367,1,0.6424,0.6529
31.4096,1785919182.142951,A,3,0.7649,0.8133,1,0.6667,0.6360
31.4876,1785919182.221010,A,3,0.7064,0.5700,1,0.7571,0.6613
31.5671,1785919182.300320,A,3,0.7085,0.7133,1,0.7308,0.6175
31.6463,1785919182.379518,A,3,0.6020,0.3533,0,0.8633,0.6538
31.7251,1785919182.458344,A,3,0.5314,0.3667,0,0.8552,0.6472
31.8025,1785919182.535771,A,3,0.4890,0.3900,0,0.8533,0.6356
31.8816,1785919182.614991,A,3,0.4733,0.4367,0,0.8333,0.6363
31.9606,1785919182.693989,A,3,0.4933,0.5400,0,0.7876,0.6372
32.0401,1785919182.773603,A,3,0.5373,0.6400,0,0.7396,0.6618
32.1172,1785919182.850597,A,3,0.5811,0.6833,0,0.7300,0.6622
32.1961,1785919182.929359,A,3,0.6388,0.7733,0,0.6926,0.6502
32.2753,1785919183.008592,A,3,0.7071,0.8667,1,0.6352,0.6451
32.3541,1785919183.087393,A,3,0.7550,0.8667,1,0.6320,0.6463
32.4332,1785919183.166480,A,3,0.7315,0.6767,1,0.7308,0.6603
32.5114,1785919183.244678,A,3,0.6851,0.5767,0,0.7592,0.6514
32.5885,1785919183.321741,A,3,0.5915,0.3733,0,0.8502,0.6483
32.6666,1785919183.399909,A,3,0.5171,0.3433,0,0.8644,0.6590
32.7456,1785919183.478804,A,3,0.4260,0.2133,0,0.9190,0.6629
32.8245,1785919183.557781,A,3,0.3862,0.2933,0,0.8916,0.6561
32.9027,1785919183.636243,A,3,0.3163,0.1533,0,0.9448,0.6948
32.9816,1785919183.714869,A,3,0.3114,0.3000,0,0.8775,0.6780
33.0606,1785919183.794237,A,3,0.3400,0.4067,0,0.8232,0.6920
33.1396,1785919183.872837,A,3,0.3990,0.5367,0,0.7690,0.6821
33.2186,1785919183.952040,A,3,0.4813,0.6733,0,0.7240,0.6775
33.2976,1785919184.030858,A,3,0.5739,0.7900,0,0.6825,0.6644
33.3746,1785919184.107785,A,3,0.5447,0.4767,0,0.7903,0.6947
33.4537,1785919184.187136,A,3,0.4913,0.3667,0,0.8410,0.6963
33.5327,1785919184.265998,A,3,0.4499,0.3533,0,0.8442,0.7013
33.6109,1785919184.344305,A,3,0.3629,0.1600,0,0.9403,0.6974
33.6899,1785919184.423288,A,3,0.2941,0.1333,0,0.9525,0.6964
33.7689,1785919184.502218,A,3,0.2258,0.0667,0,1.0712,0.7211
33.8479,1785919184.581221,A,3,0.1921,0.1133,0,1.0033,0.7097
33.9258,1785919184.659090,A,3,0.1695,0.1167,0,0.9882,0.7326
34.0030,1785919184.736352,A,3,0.1496,0.1033,0,0.9966,0.7388
34.0819,1785919184.815486,A,3,0.1777,0.2433,0,0.8839,0.7223
34.1588,1785919184.892120,A,3,0.1874,0.2100,0,0.8961,0.7409
34.2380,1785919184.971529,A,3,0.1722,0.1367,0,0.9222,0.7777
34.3168,1785919185.050113,A,3,0.1865,0.2200,0,0.8867,0.7464
34.3938,1785919185.127111,A,3,0.1916,0.2033,0,0.9032,0.7454
34.4730,1785919185.206406,A,3,0.1711,0.1233,0,0.9630,0.7632
34.5518,1785919185.285089,A,3,0.1458,0.0867,0,1.0071,0.7690
34.6308,1785919185.364081,A,3,0.1100,0.0267,0,1.1118,0.7851
34.7098,1785919185.443091,A,3,0.0850,0.0267,0,1.1247,0.7795
34.7889,1785919185.522287,A,3,0.0675,0.0267,0,1.1295,0.7718
34.8680,1785919185.601339,A,3,0.0533,0.0200,0,1.1480,0.7911
34.9469,1785919185.680164,A,3,0.0483,0.0367,0,1.1236,0.7715
35.0255,1785919185.758887,A,3,0.0488,0.0500,0,1.0961,0.8013
35.1045,1785919185.837970,A,3,0.0652,0.1033,0,1.0104,0.7881
35.1835,1785919185.916739,A,3,0.1386,0.3100,0,0.8758,0.7289
35.2774,1785919186.010785,B,3,0.1510,0.1800,0,0.9067,0.7806
35.3576,1785919186.090984,B,3,0.1397,0.1133,0,0.9750,0.8170
35.4376,1785919186.170878,B,3,0.1368,0.1300,0,0.9847,0.7751
35.5158,1785919186.249431,B,3,0.1228,0.0900,0,1.0301,0.7818
35.5957,1785919186.328955,B,3,0.1019,0.0533,0,1.1075,0.7789
35.6730,1785919186.406401,B,3,0.0834,0.0400,0,1.1208,0.7696
35.7512,1785919186.484591,B,3,0.0723,0.0467,0,1.1243,0.7610
35.8292,1785919186.562678,B,3,0.0526,0.0067,0,1.1926,0.8107
35.9072,1785919186.640481,B,3,0.0539,0.0567,0,1.1145,0.7753
35.9853,1785919186.718823,B,3,0.0597,0.0733,0,1.0947,0.7792
36.0632,1785919186.796500,B,3,0.0728,0.1033,0,1.0469,0.7807
36.1432,1785919186.876452,B,3,0.1110,0.2000,0,0.9362,0.7568
36.2213,1785919186.954817,B,3,0.1617,0.2800,0,0.8982,0.7466
36.3012,1785919187.034524,B,3,0.1982,0.2833,0,0.8959,0.7504
36.3792,1785919187.112719,B,3,0.2287,0.3000,0,0.8932,0.7408
36.4573,1785919187.190794,B,3,0.2741,0.3800,0,0.8740,0.7146
36.5345,1785919187.267999,B,3,0.2479,0.1867,0,0.9765,0.7383
36.6135,1785919187.346825,B,3,0.2245,0.1700,0,1.0013,0.7247
36.6915,1785919187.424750,B,3,0.1822,0.0833,0,1.0959,0.7562
36.7695,1785919187.502725,B,3,0.1815,0.1800,0,1.0041,0.7136
36.8494,1785919187.582674,B,3,0.1531,0.0867,0,1.0918,0.7485
36.9275,1785919187.660704,B,3,0.1711,0.2133,0,0.9863,0.7009
37.0076,1785919187.740934,B,3,0.1888,0.2300,0,0.9507,0.7098
37.0855,1785919187.818753,B,3,0.2012,0.2300,0,0.9335,0.7522
37.1655,1785919187.898703,B,3,0.2718,0.4367,0,0.8577,0.7157
37.2435,1785919187.976771,B,3,0.3953,0.6833,0,0.7522,0.6896
37.3215,1785919188.054735,B,3,0.4697,0.6433,0,0.7673,0.6859
37.4016,1785919188.134923,B,3,0.4718,0.4767,0,0.8390,0.7160
37.4796,1785919188.212989,B,3,0.4342,0.3467,0,0.8852,0.7311
37.5596,1785919188.293315,B,3,0.3770,0.2433,0,0.9466,0.7105
37.6366,1785919188.369932,B,3,0.3259,0.2067,0,0.9764,0.7297
37.7156,1785919188.448954,B,3,0.2771,0.1633,0,1.0182,0.7183
37.7926,1785919188.525869,B,3,0.2460,0.1733,0,1.0158,0.7069
37.8716,1785919188.604895,B,3,0.2402,0.2267,0,0.9776,0.6968
37.9496,1785919188.682977,B,3,0.2491,0.2700,0,0.9471,0.7005
38.0291,1785919188.762393,B,3,0.3254,0.5033,0,0.8514,0.6822
38.1092,1785919188.842451,B,3,0.4108,0.6100,0,0.8014,0.6729
38.1871,1785919188.920399,B,3,0.4455,0.5267,0,0.8248,0.7123
38.2672,1785919189.000409,B,3,0.5409,0.7633,0,0.7343,0.6657
38.3452,1785919189.078512,B,3,0.5516,0.5767,0,0.8023,0.7016
38.4252,1785919189.158455,B,3,0.5281,0.4733,0,0.8397,0.7194
38.5033,1785919189.236550,B,3,0.5027,0.4433,0,0.8551,0.7143
38.5833,1785919189.316978,B,3,0.4609,0.3633,0,0.9056,0.6841
38.6612,1785919189.394470,B,3,0.4136,0.3033,0,0.9396,0.6886
38.7393,1785919189.472721,B,3,0.3735,0.2800,0,0.9549,0.6779
38.8173,1785919189.550586,B,3,0.3295,0.2267,0,0.9832,0.6934
38.8954,1785919189.628724,B,3,0.3086,0.2600,0,0.9537,0.6977
38.9744,1785919189.707873,B,3,0.3150,0.3300,0,0.9308,0.6950
39.0533,1785919189.786633,B,3,0.3435,0.4100,0,0.8801,0.7180
39.1313,1785919189.864554,B,3,0.3885,0.4933,0,0.8384,0.7167
39.2113,1785919189.944608,B,3,0.4549,0.6100,0,0.7905,0.6953
39.2893,1785919190.022585,B,3,0.4905,0.5733,0,0.8120,0.6976
39.3673,1785919190.100606,B,3,0.4933,0.5000,0,0.8324,0.7192
39.4474,1785919190.180862,B,3,0.5233,0.5933,0,0.8025,0.6942
39.5253,1785919190.258550,B,3,0.4273,0.2033,0,0.9750,0.7468
39.6054,1785919190.339033,B,3,0.3641,0.2167,0,0.9793,0.7269
39.6833,1785919190.416601,B,3,0.2939,0.1300,0,1.0445,0.7464
39.7633,1785919190.496587,B,3,0.2577,0.1733,0,1.0178,0.7115
39.8413,1785919190.574662,B,3,0.2324,0.1733,0,1.0162,0.7150
39.9174,1785919190.650786,B,3,0.2397,0.2567,0,0.9650,0.7006
39.9973,1785919190.730719,B,3,0.3138,0.4867,0,0.8655,0.6729
40.0754,1785919190.808660,B,3,0.3106,0.3033,0,0.9262,0.7308
40.1553,1785919190.888579,B,3,0.3865,0.5633,0,0.8192,0.6997
40.2333,1785919190.966539,B,3,0.4865,0.7200,0,0.7449,0.6762
40.3113,1785919191.044732,B,3,0.5376,0.6567,0,0.7676,0.6920
40.3913,1785919191.124549,B,3,0.5413,0.5500,0,0.8110,0.7150
40.4708,1785919191.204117,B,3,0.4659,0.2900,0,0.9231,0.7425
40.5488,1785919191.282051,B,3,0.4311,0.3500,0,0.9123,0.7161
40.6292,1785919191.362676,B,3,0.4118,0.3667,0,0.9162,0.6766
40.7069,1785919191.440252,B,3,0.3583,0.2333,0,0.9834,0.7003
40.7863,1785919191.519519,B,3,0.3238,0.2433,0,0.9755,0.6974
40.8644,1785919191.597735,B,3,0.3186,0.3067,0,0.9469,0.6885
40.9443,1785919191.677541,B,3,0.3361,0.3767,0,0.9121,0.6762
41.0225,1785919191.755929,B,3,0.3402,0.3500,0,0.9192,0.7082
41.1004,1785919191.833694,B,3,0.3852,0.4900,0,0.8511,0.6937
41.1793,1785919191.912668,B,3,0.4646,0.6500,0,0.7717,0.6912
41.2572,1785919191.990483,B,3,0.5742,0.8300,0,0.6921,0.6749
41.3372,1785919192.070458,B,3,0.5950,0.6433,0,0.7790,0.6786
41.4152,1785919192.148433,B,3,0.6365,0.7333,0,0.7448,0.6640
41.4943,1785919192.227677,B,3,0.6885,0.8100,0,0.7238,0.6491
41.5719,1785919192.305183,B,3,0.6460,0.5467,0,0.8382,0.6615
41.6500,1785919192.383636,B,3,0.5842,0.4400,0,0.8858,0.6514
41.7281,1785919192.461579,B,3,0.5289,0.4000,0,0.9023,0.6554
41.8063,1785919192.539607,B,3,0.4982,0.4267,0,0.8945,0.6466
41.8837,1785919192.616996,B,3,0.5138,0.5500,0,0.8481,0.6385
41.9637,1785919192.696971,B,3,0.5576,0.6600,0,0.7933,0.6306
42.0408,1785919192.774110,B,3,0.6363,0.8200,0,0.7162,0.6393
42.1184,1785919192.851736,B,3,0.7014,0.8533,1,0.6993,0.6299
42.1980,1785919192.931459,B,3,0.7730,0.9400,1,0.6356,0.6172
42.2760,1785919193.009287,B,3,0.8251,0.9467,1,0.6088,0.6329
42.3559,1785919193.089174,B,3,0.8686,0.9700,1,0.5941,0.6125
42.4339,1785919193.167136,B,3,0.8940,0.9533,1,0.6004,0.6197
42.5139,1785919193.247145,B,3,0.8788,0.8433,1,0.6994,0.6242
42.5910,1785919193.324203,B,3,0.8422,0.7567,1,0.7459,0.6330
42.6680,1785919193.401614,B,3,0.7745,0.6167,1,0.7976,0.6325
42.7478,1785919193.481021,B,3,0.7562,0.7133,1,0.7697,0.6089
42.8259,1785919193.559265,B,3,0.7123,0.6100,1,0.8024,0.6272
42.9030,1785919193.636281,B,3,0.6826,0.6133,0,0.7964,0.6346
42.9798,1785919193.712984,B,3,0.6908,0.7100,0,0.7545,0.6383
43.0602,1785919193.793560,B,3,0.7536,0.9000,1,0.6580,0.6131
43.1369,1785919193.870230,B,3,0.8155,0.9600,1,0.5960,0.6190
43.2159,1785919193.949243,B,3,0.8679,0.9900,1,0.5569,0.6092
43.2959,1785919194.029210,B,3,0.9035,0.9867,1,0.5629,0.6150
43.3738,1785919194.107084,B,3,0.9194,0.9567,1,0.6013,0.6016
43.4537,1785919194.186942,B,3,0.9216,0.9267,1,0.6093,0.6246
43.5317,1785919194.264927,B,3,0.8991,0.8467,1,0.6918,0.6214
43.6107,1785919194.344004,B,3,0.8754,0.8200,1,0.7077,0.6087
43.6897,1785919194.423184,B,3,0.8118,0.6633,1,0.7636,0.6323
43.7677,1785919194.501053,B,3,0.7402,0.5733,1,0.8011,0.6285
43.8478,1785919194.581251,B,3,0.7132,0.6500,1,0.7779,0.6132
43.9278,1785919194.661249,B,3,0.7282,0.7633,1,0.7385,0.6175
44.0053,1785919194.738616,B,3,0.7668,0.8567,1,0.6928,0.5990
44.0849,1785919194.818362,B,3,0.7967,0.8667,1,0.6725,0.6127
44.1650,1785919194.898510,B,3,0.8337,0.9200,1,0.6139,0.6333
44.2420,1785919194.975432,B,3,0.8726,0.9633,1,0.5899,0.6196
44.3199,1785919195.053468,B,3,0.9068,0.9867,1,0.5578,0.6240
44.3990,1785919195.132299,B,3,0.9248,0.9667,1,0.5803,0.6086
44.4773,1785919195.210793,B,3,0.9203,0.9100,1,0.6244,0.6098
44.5574,1785919195.290999,B,3,0.8802,0.7867,1,0.7053,0.6191
44.6333,1785919195.366638,B,3,0.8372,0.7367,1,0.7324,0.6170
44.7110,1785919195.444412,B,3,0.7790,0.6433,1,0.7700,0.6136
44.7878,1785919195.521510,B,3,0.7113,0.5533,1,0.7989,0.6216
44.8681,1785919195.601558,B,3,0.6519,0.5133,0,0.8099,0.6268
44.9457,1785919195.678976,B,3,0.6153,0.5300,0,0.8022,0.6276
45.0256,1785919195.758841,B,3,0.6617,0.7700,0,0.7135,0.6163
45.1039,1785919195.837210,B,3,0.7242,0.8700,1,0.6518,0.6206
45.1826,1785919195.915910,B,3,0.7940,0.9567,1,0.5899,0.6193
45.2606,1785919195.993977,B,3,0.8308,0.9167,1,0.5927,0.6421
45.3545,1785919196.088018,A,4,0.8555,0.9133,1,0.6027,0.6281
45.4315,1785919196.164894,A,4,0.8399,0.8033,1,0.6800,0.6479
45.5094,1785919196.242689,A,4,0.8079,0.7333,1,0.7155,0.6351
45.5883,1785919196.321571,A,4,0.7755,0.7000,1,0.7365,0.6279
45.6674,1785919196.400798,A,4,0.7099,0.5567,1,0.7922,0.6284
45.7467,1785919196.480057,A,4,0.6269,0.4333,0,0.8490,0.6280
45.8252,1785919196.558541,A,4,0.5688,0.4333,0,0.8456,0.6351
45.9042,1785919196.637560,A,4,0.4982,0.3333,0,0.8760,0.6593
45.9831,1785919196.716384,A,4,0.5657,0.7233,0,0.7241,0.6314
46.0622,1785919196.795542,A,4,0.5740,0.5933,0,0.7527,0.6613
46.1396,1785919196.872923,A,4,0.6458,0.8133,0,0.6783,0.6403
46.2175,1785919196.950950,A,4,0.7161,0.8800,1,0.6361,0.6254
46.2952,1785919197.028450,A,4,0.7732,0.9067,1,0.6043,0.6311
46.3742,1785919197.107438,A,4,0.8073,0.8867,1,0.6240,0.6345
46.4512,1785919197.184614,A,4,0.8101,0.8167,1,0.6718,0.6332
46.5302,1785919197.263588,A,4,0.7901,0.7433,1,0.7097,0.6317
46.6093,1785919197.342627,A,4,0.7170,0.5467,1,0.7808,0.6383
46.6876,1785919197.420991,A,4,0.6529,0.5033,0,0.7995,0.6313
46.7664,1785919197.499695,A,4,0.5731,0.3867,0,0.8546,0.6382
46.8453,1785919197.578702,A,4,0.5361,0.4500,0,0.8241,0.6384
46.9243,1785919197.657622,A,4,0.5153,0.4667,0,0.8192,0.6393
47.0033,1785919197.736583,A,4,0.5627,0.6733,0,0.7395,0.6337
47.0824,1785919197.815625,A,4,0.6319,0.7933,0,0.6800,0.6394
47.1618,1785919197.895070,A,4,0.7093,0.8900,1,0.6145,0.6359
47.2403,1785919197.973521,A,4,0.7785,0.9400,1,0.5920,0.6211
47.3185,1785919198.051804,A,4,0.8270,0.9400,1,0.5942,0.6154
47.3974,1785919198.130678,A,4,0.8389,0.8667,1,0.6333,0.6240
47.4764,1785919198.209615,A,4,0.8262,0.7967,1,0.6750,0.6299
47.5554,1785919198.288763,A,4,0.7804,0.6733,1,0.7310,0.6369
47.6344,1785919198.367607,A,4,0.7382,0.6400,1,0.7607,0.6059
47.7136,1785919198.446857,A,4,0.6388,0.4067,0,0.8462,0.6229
47.7924,1785919198.525661,A,4,0.5831,0.4533,0,0.8223,0.6219
47.8714,1785919198.604760,A,4,0.5712,0.5433,0,0.7915,0.6168
47.9504,1785919198.683625,A,4,0.5898,0.6333,0,0.7513,0.6235
48.0294,1785919198.762595,A,4,0.6359,0.7433,0,0.7064,0.6193
48.1084,1785919198.841779,A,4,0.6861,0.8033,0,0.6728,0.6305
48.1872,1785919198.920562,A,4,0.7413,0.8700,1,0.6369,0.6148
48.2662,1785919198.999485,A,4,0.8069,0.9600,1,0.5759,0.6199
48.3452,1785919199.078405,A,4,0.8588,0.9800,1,0.5691,0.6051
48.4222,1785919199.155517,A,4,0.8672,0.8867,1,0.6092,0.6249
48.5012,1785919199.234478,A,4,0.8460,0.7967,1,0.6702,0.6196
48.5783,1785919199.311646,A,4,0.7692,0.5900,1,0.7559,0.6321
48.6572,1785919199.390503,A,4,0.6665,0.4267,0,0.8294,0.6223
48.7340,1785919199.467304,A,4,0.5975,0.4367,0,0.8170,0.6356
48.8129,1785919199.546161,A,4,0.5763,0.5267,0,0.7931,0.6159
48.8920,1785919199.625360,A,4,0.5294,0.4200,0,0.8256,0.6338
48.9711,1785919199.704390,A,4,0.5286,0.5267,0,0.7899,0.6248
49.0500,1785919199.783367,A,4,0.5550,0.6167,0,0.7468,0.6370
49.1280,1785919199.861363,A,4,0.6195,0.7700,0,0.6927,0.6233
49.2070,1785919199.940432,A,4,0.6846,0.8367,0,0.6373,0.6465
49.2862,1785919200.019566,A,4,0.7313,0.8400,1,0.6430,0.6283
49.3649,1785919200.098220,A,4,0.7579,0.8200,1,0.6462,0.6424
49.4445,1785919200.177887,A,4,0.7765,0.8200,1,0.6502,0.6288
49.5207,1785919200.254106,A,4,0.7416,0.6600,1,0.7228,0.6519
49.6004,1785919200.333679,A,4,0.6511,0.4400,0,0.8061,0.6601
49.6791,1785919200.412350,A,4,0.5368,0.2700,0,0.9057,0.6500
49.7581,1785919200.491402,A,4,0.4607,0.2833,0,0.8921,0.6522
49.8372,1785919200.570525,A,4,0.4105,0.2933,0,0.8871,0.6573
49.9162,1785919200.649500,A,4,0.3404,0.1767,0,0.9566,0.6815
49.9951,1785919200.728483,A,4,0.3543,0.3867,0,0.8368,0.6654
50.0747,1785919200.808116,A,4,0.4270,0.5967,0,0.7500,0.6511
50.1537,1785919200.887076,A,4,0.4949,0.6533,0,0.7363,0.6502
50.2331,1785919200.966585,A,4,0.5444,0.6600,0,0.7185,0.6772
50.3121,1785919201.045307,A,4,0.5811,0.6667,0,0.7231,0.6620
50.4050,1785919201.138181,B,4,0.5738,0.5567,0,0.7470,0.6836
50.4831,1785919201.216456,B,4,0.5396,0.4600,0,0.7970,0.6722
50.5631,1785919201.296478,B,4,0.4617,0.2800,0,0.8781,0.6952
50.6407,1785919201.374271,B,4,0.3862,0.2100,0,0.9276,0.6940
50.7208,1785919201.454276,B,4,0.2914,0.0700,0,1.0298,0.7266
50.7988,1785919201.532106,B,4,0.2219,0.0600,0,1.0521,0.7405
50.8758,1785919201.609185,B,4,0.1894,0.1133,0,1.0035,0.7035
50.9547,1785919201.688048,B,4,0.1566,0.0800,0,1.0180,0.7391
51.0325,1785919201.765842,B,4,0.1926,0.2767,0,0.8966,0.6893
51.1125,1785919201.845769,B,4,0.1928,0.1933,0,0.9234,0.7388
51.1914,1785919201.924694,B,4,0.1790,0.1467,0,0.9320,0.7812
51.2694,1785919202.002633,B,4,0.2283,0.3433,0,0.8357,0.7313
51.3484,1785919202.081838,B,4,0.2348,0.2500,0,0.8903,0.7461
51.4264,1785919202.159908,B,4,0.2144,0.1667,0,0.9314,0.7564
51.5043,1785919202.237791,B,4,0.1860,0.1200,0,0.9740,0.7507
51.5843,1785919202.317574,B,4,0.1432,0.0433,0,1.0882,0.7896
51.6644,1785919202.397951,B,4,0.1263,0.0867,0,1.0103,0.7404
51.7424,1785919202.475647,B,4,0.1194,0.1033,0,1.0162,0.7075
51.8220,1785919202.555293,B,4,0.0956,0.0400,0,1.1131,0.7606
51.9010,1785919202.634439,B,4,0.0819,0.0500,0,1.0953,0.7682
51.9790,1785919202.712372,B,4,0.0853,0.0933,0,1.0151,0.7420
52.0559,1785919202.789247,B,4,0.1047,0.1500,0,0.9696,0.7508
52.1339,1785919202.867182,B,4,0.1453,0.2400,0,0.9149,0.7471
52.2141,1785919202.947526,B,4,0.1387,0.1233,0,0.9649,0.7928
52.2919,1785919203.025247,B,4,0.1531,0.1867,0,0.9263,0.7850
52.3700,1785919203.103467,B,4,0.1622,0.1833,0,0.9393,0.7635
52.4499,1785919203.183242,B,4,0.1815,0.2267,0,0.9154,0.7615
52.5280,1785919203.261283,B,4,0.1501,0.0767,0,1.0333,0.7618
52.6083,1785919203.341712,B,4,0.1300,0.0833,0,1.0324,0.7365
52.6882,1785919203.421775,B,4,0.1090,0.0600,0,1.0734,0.7432
52.7681,1785919203.501411,B,4,0.0963,0.0667,0,1.0606,0.7500
52.8461,1785919203.579436,B,4,0.0854,0.0600,0,1.0803,0.7472
52.9261,1785919203.659533,B,4,0.0858,0.0867,0,1.0416,0.7492
53.0023,1785919203.735819,B,4,0.0921,0.1067,0,1.0166,0.7469
53.0803,1785919203.813711,B,4,0.1694,0.3500,0,0.8870,0.7166
53.1592,1785919203.892507,B,4,0.2536,0.4500,0,0.8319,0.7208
53.2382,1785919203.971492,B,4,0.2985,0.4033,0,0.8482,0.7297
53.3182,1785919204.051475,B,4,0.3080,0.3300,0,0.8848,0.7457
53.3962,1785919204.129548,B,4,0.3326,0.3900,0,0.8556,0.7329
53.4762,1785919204.209483,B,4,0.3188,0.2867,0,0.9219,0.7237
53.5522,1785919204.285545,B,4,0.2882,0.2167,0,0.9468,0.7427
53.6324,1785919204.365769,B,4,0.2567,0.1833,0,0.9847,0.7200
53.7113,1785919204.444856,B,4,0.2267,0.1567,0,1.0073,0.7061
53.7905,1785919204.523884,B,4,0.1887,0.1000,0,1.0434,0.7166
53.8684,1785919204.601794,B,4,0.1531,0.0700,0,1.0686,0.7369
53.9474,1785919204.680810,B,4,0.1852,0.2600,0,0.9498,0.7029
54.0265,1785919204.760163,B,4,0.2046,0.2500,0,0.9500,0.7180
54.1053,1785919204.838595,B,4,0.2922,0.4967,0,0.8318,0.7006
54.1832,1785919204.916584,B,4,0.3386,0.4467,0,0.8464,0.7170
54.2621,1785919204.995602,B,4,0.3860,0.4967,0,0.8335,0.7092
54.3411,1785919205.074471,B,4,0.4532,0.6100,0,0.7702,0.6909
54.4202,1785919205.153642,B,4,0.4492,0.4400,0,0.8513,0.7109
54.4992,1785919205.232671,B,4,0.4365,0.4067,0,0.8711,0.7041
54.5781,1785919205.311382,B,4,0.3815,0.2533,0,0.9503,0.7144
54.6571,1785919205.390344,B,4,0.3291,0.2067,0,0.9753,0.7195
54.7362,1785919205.469579,B,4,0.2913,0.2033,0,0.9874,0.7037
54.8152,1785919205.548491,B,4,0.2389,0.1167,0,1.0283,0.7224
54.8942,1785919205.627479,B,4,0.2293,0.2067,0,0.9910,0.7008
54.9734,1785919205.706917,B,4,0.2265,0.2200,0,0.9849,0.7021
55.0522,1785919205.785552,B,4,0.2815,0.4100,0,0.8834,0.6990
55.1302,1785919205.863516,B,4,0.2601,0.2100,0,0.9603,0.7536
55.2092,1785919205.942436,B,4,0.2961,0.3800,0,0.8803,0.7456
55.2872,1785919206.021179,B,4,0.3642,0.5233,0,0.8259,0.7131
55.3652,1785919206.098459,B,4,0.3700,0.3833,0,0.8838,0.7373
55.4443,1785919206.177519,B,4,0.4100,0.5033,0,0.8405,0.7092
55.5233,1785919206.256513,B,4,0.3870,0.3333,0,0.9233,0.7231
55.6023,1785919206.335694,B,4,0.3309,0.2000,0,0.9711,0.7425
55.6813,1785919206.414603,B,4,0.2526,0.0700,0,1.0659,0.7455
55.7604,1785919206.493963,B,4,0.1798,0.0100,0,1.1465,0.7536
55.8393,1785919206.572527,B,4,0.1439,0.0600,0,1.0937,0.7537
55.9184,1785919206.651611,B,4,0.1257,0.0833,0,1.0615,0.7485
55.9973,1785919206.730685,B,4,0.1240,0.1200,0,1.0207,0.7521
56.0768,1785919206.810141,B,4,0.2138,0.4233,0,0.8922,0.7112
56.1558,1785919206.889052,B,4,0.2417,0.3067,0,0.9289,0.7410
56.2348,1785919206.968067,B,4,0.2152,0.1533,0,0.9797,0.7877
